"Media ID","Title","Sort title","Studio","Content Rating","Year","Rating","Summary","Genres","View Count","Last Viewed at","Tagline","Release Date","Writers","Country","Duration","Directors","Roles","Labels","Locked Fields","Extras","Collections","Original Title","Added","Updated","Audio Languages","Audio Title","Subtitle Languages","Subtitle Title","Subtitle Codec","Subtitle Forced","Accessible","Exists","MetaDB Link","MetaData Language","Poster url","Art url","Chapter Source","Chapter Title"
"6029","2001: A Space Odyssey","2001: A Space Odyssey","Metro-Goldwyn-Mayer","G","1968","9.3","Humanity finds a mysterious object
buried beneath the lunar surface and
sets off to find its origins with the
help of HAL 9000, the world's most
advanced super computer.","Adventure - Sci-Fi","N/A","N/A","The ultimate trip","1968-04-09","Stanley Kubrick - Arthur C. Clarke","United Kingdom","2:28:51","Stanley Kubrick","Keir Dullea - Gary Lockwood - William
Sylvester - Douglas Rain - Daniel
Richter - Leonard Rossiter - Margaret
Tyzack - Robert Beatty - Sean Sullivan -
Frank Miller - Ed Bishop - Edwina
Carroll - Heather Downham - Judy Kiern -
Alan Gifford - Ann Gillis - Vivian
Kubrick - Kenneth Kendall - Kevin Scott
- Martin Amor - Bill Weston - John
Ashley - Terry Duggan - Richard Woods -
S. Newton Anderson - Sheraton Blount -
Irena Marr - Burnell Tucker - John
Swindells - John Clifford","N/A","N/A","0","N/A","2001: A Space Odyssey","2018-10-16","2018-10-17","N/A","N/A","eng - chi - chi - eng","N/A - N/A - N/A - N/A","srt - srt - srt - srt","N/A - N/A - N/A - N/A","N/A","N/A","http://www.imdb.com/title/tt0062622","en","/library/metadata/6029/thumb/1539796557","/library/metadata/6029/art/1539796557","N/A","N/A"
"6463","21 Up","21 Up","N/A","N/A","1977","8.2","After another 7 year wait, director
Michael Apted revisits the same group of
British-born children from Seven Up! and
7 Plus Seven. The subjects are
interviewed as to the changes that have
occurred in their lives during the last
seven years.","Documentary - Biography","N/A","N/A","N/A","1977-01-01","N/A","United Kingdom","1:39:46","Michael Apted","Bruce Balden - Jacqueline Bassett","N/A","collection","0","The UP Series","21 Up","2018-11-24","2018-11-25","eng","英语","N/A - eng - eng","N/A - N/A - N/A","srt - srt - srt","N/A - N/A - N/A","N/A","N/A","http://www.imdb.com/title/tt0075610","en","/library/metadata/6463/thumb/1543173683","/library/metadata/6463/art/1543173683","N/A","N/A"
"6462","28 Up","28 Up","N/A","N/A","1984","7.8","Just two years away from turning 30,
participants in Michael Apted's
documentary series are facing serious
questions of identity and purpose,
wondering whether they've found their
place in the world.","Documentary","N/A","N/A","N/A","1984-11-20","N/A","United Kingdom","2:15:32","Michael Apted","N/A","N/A","collection","0","The UP Series","28 Up","2018-11-24","2018-11-25","eng","英语","eng - eng - eng","N/A - N/A - N/A","srt - srt - srt","N/A - N/A - N/A","N/A","N/A","http://www.imdb.com/title/tt0088650","en","/library/metadata/6462/thumb/1543166701","/library/metadata/6462/art/1543166701","N/A","N/A"
"5870","3 Idiots","3 Idiots","Vidhu Vinod Chopra Productions","PG-13","2009","10.0","In the tradition of “Ferris Bueller’s
Day Off” comes this refreshing comedy
about a rebellious prankster with a
crafty mind and a heart of gold. Rascal.
Joker. Dreamer. Genius... You've never
met a college student quite like
""Rancho."" From the moment he arrives at
India's most prestigious university,
Rancho's outlandish schemes turn the
campus upside down—along with the lives
of his two newfound best friends.
Together, they make life miserable for
""Virus,"" the school’s uptight and
heartless dean. But when Rancho catches
the eye of the dean's sexy daughter,
Virus sets his sights on flunking out
the ""3 idiots"" once and for all.","Comedy - Drama","N/A","2018-10-16","Don't be Stupid. Be an I.D.I.O.T.","2009-12-23","Rajkumar Hirani - Abhijat Joshi - Vidhu
Vinod Chopra","India","2:51:07","Rajkumar Hirani","Aamir Khan - R. Madhavan - Sharman Joshi
- Omi Vaidya - Boman Irani - Ali Fazal -
Kareena Kapoor Khan - Mona Singh - Javed
Jaffrey - Parikshat Sahni - Amardeep Jha
- Jayant Kripalani - Arun Bali -
Chandrashekhar - Achyut Potdar - Aakash
Dabhade - Akhil Mishra - Atul Tiwari -
Rakesh Sharma - Pitobash","N/A","N/A","0","N/A","3 Idiots","2018-10-14","2018-10-16","N/A","N/A","eng - chi - chi - eng","N/A - N/A - N/A - N/A","srt - srt - srt - srt","N/A - N/A - N/A - N/A","N/A","N/A","http://www.imdb.com/title/tt1187043","en","/library/metadata/5870/thumb/1539742669","/library/metadata/5870/art/1539742669","N/A","N/A"
"6213","35 Up","35 Up","N/A","N/A","1991","7.8","Director Michael Apted revisits the same
group of British-born adults after a 7
year wait. The subjects are interviewed
as to the changes that have occurred in
their lives during the last seven years.","Documentary","N/A","N/A","N/A","1991-08-29","N/A","United Kingdom","1:55:37","Michael Apted","N/A","N/A","collection","0","The UP Series","35 Up","2018-11-23","2018-11-23","eng","英语","chi - chi - eng","简 - Big5 - 英文","srt - srt - srt","N/A - N/A - N/A","N/A","N/A","http://www.imdb.com/title/tt0101254","en","/library/metadata/6213/thumb/1542974048","/library/metadata/6213/art/1542974048","N/A","N/A"
"5136","3:10 to Yuma","3:10 to Yuma","Tree Line Films","R","2007","8.9","In Arizona in the late 1800s, infamous
outlaw Ben Wade and his vicious gang of
thieves and murderers have plagued the
Southern Railroad. When Wade is
captured, Civil War veteran Dan Evans,
struggling to survive on his drought-
plagued ranch, volunteers to deliver him
alive to the ""3:10 to Yuma"", a train
that will take the killer to trial.","Action - Adventure - Crime - Drama -
Western","N/A","2018-09-04","Time waits for one man.","2007-09-06","Michael Brandt - Derek Haas - Halsted
Welles","USA","2:03:15","James Mangold","Russell Crowe - Christian Bale - Logan
Lerman - Dallas Roberts - Peter Fonda -
Gretchen Mol - Ben Foster - Alan Tudyk -
Vinessa Shaw - Lennie Loftin - Rio
Alexander - Pat Ricotti - Shawn Howell -
Johnny Whitworth - Kevin Durand - Ramon
Frank - Deryle J. Lujan - Brian Duffy -
Jason Rodriguez - Chris Browning - Chad
Brummett - Forrest Fyre - Luke Wilson -
Benjamin Petry - Arron Shiver - Sean
Hennigan - Girard Swan - Christopher
Berry - David Oliver - Jason Henning -
Barbara Bartleson - James Blackburn -
Brian Brown - Trevor Coppola - Harp
Corrigan - Hugh Elliot - KC King -
Melinda Kramer - Brent Lambert - J.
Nathan Simmons","N/A","N/A","0","N/A","3:10 to Yuma","2018-09-01","2018-10-14","ita - eng","Audio.iTALiAN.DTS.[5.1].1509Kbps -
Audio.ENGLiSH.AC3.[5.1].640Kbps","ita - ita - eng - chi - chi","Sub.iTALiAN.(Forced) -
Sub.iTALiAN.(Hearing.Impaired) - N/A -
N/A - N/A","srt - srt - srt - srt - srt","1 - N/A - N/A - N/A - N/A","N/A","N/A","http://www.imdb.com/title/tt0381849","en","/library/metadata/5136/thumb/1539509392","/library/metadata/5136/art/1539509392","media","Fuoco al fienile - Rivestita di ferro -
Le regole della banda - Spartizione -
Occhi verdi - Catturato a Bisbee -
Un'ora - Pericoloso - L'istinto
dell'uomo - Fosse da scavare - Verso
Contention - William - Fuga in manette -
Pronto a morire - Mille dollari - Sette
uomini - Una cosa sensata - Solo - Mai
stato un eroe - Cocciuto - ""Ce l'hai
fatta"""
"6458","42 Up","42 Up","N/A","N/A","1998","7.4","Director Michael Apted revisits the same
group of British-born adults after a 7
year wait. The subjects are interviewed
as to the changes that have occurred in
their lives during the last seven years.","Documentary","N/A","N/A","N/A","1998-07-28","N/A","United Kingdom","2:13:29","Michael Apted","Bruce Balden - Jacqueline Bassett -
Symon Basterfield - Andrew Brackfield -
John Brisby - Suzanne Dewey - Charles
Furneaux - Nicholas Hitchon - Neil
Hughes - Lynn Johnson - Paul Kligerman -
Tony Walker - Susan Sullivan","N/A","collection","0","The UP Series","42 Up","2018-11-24","2018-11-25","eng - eng","英语 - 评论","eng - eng - eng","英文 - N/A - N/A","srt - srt - srt","N/A - N/A - N/A","N/A","N/A","http://www.imdb.com/title/tt0164312","en","/library/metadata/6458/thumb/1543169813","/library/metadata/6458/art/1543169813","N/A","N/A"
"6256","49 Up","49 Up","N/A","N/A","2005","7.2","49 Up is the seventh film in a series of
landmark documentaries that began 42
years ago when UK-based Granada's World
in Action team, inspired by the Jesuit
maxim ""Give me the child until he is
seven and I will give you the man,""
interviewed a diverse group of seven-
year-old children from all over England,
asking them about their lives and their
dreams for the future. Michael Apted, a
researcher for the original film, has
returned to interview the ""children""
every seven years since, at ages 14, 21,
28, 35, 42 and now again at age 49.In
this latest chapter, more life-changing
decisions are revealed, more shocking
announcements made and more of the
original group take part than ever
before, speaking out on a variety of
subjects including love, marriage,
career, class and prejudice.","Documentary","N/A","N/A","N/A","2005-09-15","N/A","United Kingdom","2:15:27","Michael Apted","Bruce Balden - Jacqueline Bassett -
Symon Basterfield - Andrew Brackfield","N/A","collection","0","The UP Series","49 Up","2018-11-23","2018-11-25","chi","英文","chi - chi - eng - eng - chi - chi - eng","简 - Big5 - 英文 - N/A - N/A - N/A - N/A","srt - srt - srt - srt - srt - srt - srt","N/A - N/A - N/A - N/A - N/A - N/A - N/A","N/A","N/A","http://www.imdb.com/title/tt0473434","en","/library/metadata/6256/thumb/1543177773","/library/metadata/6256/art/1543177773","N/A","N/A"
"6044","56 Up","56 Up","ITV Studios","N/A","2012","7.4","When a cross-section of seven-year-olds
were interviewed for 7 Up in 1964 it was
immediately evident that their social
backgrounds influenced their attitudes
towards life. While the upper class
children were confident and self-
assured, those from middle and working
class backgrounds were resigned to a
challenging life of hard work. This
premise was put to the test every seven
years when the same group were
interviewed about the progression of
their lives. 49 years in the making, the
changes that occurred to the original 14
make for fascinating television and are
in many ways the stories of all our
lives. From success and disappointment,
marriage and childbirth, to poverty and
illness, nearly every facet of life has
been captured on film. Now, at the age
of 56, the group are once more brought
together and, with the benefit of
hindsight, assess whether their lives
have been ruled by circumstance or self-
determination.","Documentary","N/A","N/A","N/A","2012-05-14","N/A","Spain - United Kingdom - USA - Australia","1:08:31","Michael Apted","N/A","N/A","collection","0","The UP Series","56 Up","2018-10-16","2018-10-16","N/A","VTS_01_1 T80 2_0ch 192Kbps DELAY 0ms","eng - eng","N/A - N/A","srt - srt","N/A - N/A","N/A","N/A","http://www.imdb.com/title/tt2147134","en","/library/metadata/6044/thumb/1539686463","/library/metadata/6044/art/1539686463","N/A","N/A"
"6460","7 Plus Seven","7 Plus Seven","N/A","N/A","1970","7.6","After a 7 year wait, director Michael
Apted revisits the same group of
British-born children from Seven Up! The
subjects are interviewed as to the
changes that have occurred in their
lives during the last seven years.","Documentary","N/A","N/A","N/A","1970-01-01","N/A","United Kingdom","0:52:07","Michael Apted","N/A","N/A","collection","0","The UP Series","7 Plus Seven","2018-11-24","2018-11-27","eng","英语","chi - chi - eng - eng","简体 - 正体 - 英语 - N/A","srt - srt - srt - srt","N/A - N/A - N/A - N/A","N/A","N/A","http://www.imdb.com/title/tt0066356","en","/library/metadata/6460/thumb/1543302570","/library/metadata/6460/art/1543302570","N/A","N/A"
"5869","A Bridge Too Far","A Bridge Too Far","United Artists","PG","1977","6.2","A Bridge Too Far tells the story of
Operation Market Garden, the failed
attempt by the allies to end the war
quickly by securing three bridges in
Holland and allowing access over the
Rhine into Germany. A combination of
poor allied intelligence and the
presence of two crack German Panzer
divisions meant that the final part of
this operation (the bridge in Arnhem
over the Rhine, the titular 'bridge too
far') was doomed to failure.","Drama - History - War","1","2018-10-14","Out of the sky comes the screen's most
incredible spectacle of men and war!","1977-06-15","William Goldman","USA","2:56:12","Richard Attenborough","Dirk Bogarde - James Caan - Michael
Caine - Sean Connery - Edward Fox -
Elliott Gould - Gene Hackman - Anthony
Hopkins - Hardy Krüger - Laurence
Olivier - Ryan O'Neal - Robert Redford -
Maximilian Schell - Liv Ullmann - John
Judd - Denholm Elliott - Jeremy Kemp -
Wolfgang Preiss - Nicholas Campbell -
Colin Farrell - Walter Kohut - Alun
Armstrong - Hans von Borsody - Hartmut
Becker - Michael Byrne - Garrick Hagon -
John Ratzenberger - Fred Williams - Ben
Cross - Arthur Hill - Edward Kalinski -
Ben Howard - Donald Douglas - Tom van
Beek - Siem Vroom - Marlies van Alcmaer
- Erik van 't Wout - Donald Pickering -
Frank Grimes - Stephen Moore - Peter
Settelen - Paul Copley - Gerald Sim -
Harry Ditson - Stanley Lebor -
Christopher Good - Anthony Milner -
Norman Gregory - Barry McCarthy - Lex
van Delden - Michael Wolf - Brian
Hawksley - Erik Chitty - Geoffrey
Hinsliff - Sean Mathias - Tim Beekman -
Hilary Minster - David English - Michael
Graham Cox - Timothy Morand - James
Wardroper - Stephen Rayment - Peter
Gordon - Brian Gwaspari - Neil Kennedy -
John Salthouse - Jack Galloway - Milton
Cadman - David Auker - Jonathan Hackett
- Patrick Ryecart - Richard Kane - Toby
Salaman - Anthony Pullen Shaw - John
Morton - Edward Seckerson - Michael
Bangerter - Dick Rienstra - Ian Liston -
George Innes - Simon Chandler - Paul
Rattee - Paul Rattee - Mark Sheridan -
John Stride - Niall Padden - Shaun Curry
- Sebastian Abineri - Pieter Groenier -
Georgette Reyevski - Mary Smithuysen -
Hans Croiset - Henny Alma - Josephine
Peeper - Myles Reithermann - Andrew
Branch - Ray Jewers - Keith Drinkel -
Stephen Churchett - Richard Attenborough","N/A","title - titleSort","0","N/A","A Bridge Too Far","2018-10-14","2018-10-14","eng","N/A","eng - chi - eng - chi","N/A - N/A - N/A - N/A","srt - srt - srt - srt","N/A - N/A - N/A - N/A","N/A","N/A","http://www.imdb.com/title/tt0075784","en","/library/metadata/5869/thumb/1539554976","/library/metadata/5869/art/1539554976","N/A","N/A"
"5884","A Perfect World","A Perfect World","Malpaso Productions","PG-13","1993","7.9","A kidnapped boy strikes up a friendship
with his captor: an escaped convict on
the run from the law, headed by an
honorable U.S. Marshal.","Crime - Drama - Thriller","N/A","N/A","N/A","1993-11-24","John Lee Hancock","USA","2:18:18","Clint Eastwood","Kevin Costner - Clint Eastwood - Laura
Dern - T.J. Lowther - Bradley Whitford -
Keith Szarabajka - Leo Burmester - Paul
Hewitt - Ray McKinnon - Jennifer Griffin
- Leslie Flowers - Belinda Flowers -
Darryl Cox - Jay Whiteaker - Taylor
Suzanna McBride - Christopher Reagan
Ammons - Mark Voges - Vernon Grote -
James Jeter - Ed Geldart - Bruce McGill
- Nik Hagler - Gary Moody - Mary Alice -
Wayne Dehart - Kevin Woods - Linda Hart
- John Hussey - Connie Cooper","N/A","title - titleSort","0","N/A","A Perfect World","2018-10-14","2018-10-14","eng","N/A","eng - chi - chi - eng","N/A - N/A - N/A - N/A","srt - srt - srt - srt","N/A - N/A - N/A - N/A","N/A","N/A","http://www.imdb.com/title/tt0107808","en","/library/metadata/5884/thumb/1539512039","/library/metadata/5884/art/1539512039","N/A","N/A"
"5493","A.I. Artificial Intelligence","A.I. Artificial Intelligence","DreamWorks","PG-13","2001","7.3","David, a robotic boy—the first of his
kind programmed to love—is adopted as a
test case by a Cybertronics employee and
his wife. Though he gradually becomes
their child, a series of unexpected
circumstances make this life impossible
for David. Without final acceptance by
humans or machines, David embarks on a
journey to discover where he truly
belongs, uncovering a world in which the
line between robot and machine is both
vast and profoundly thin.","Adventure - Drama - Sci-Fi","N/A","N/A","David is 11 years old. He weighs 60
pounds. He is 4 feet, 6 inches tall. He
has brown hair. His love is real. But he
is not.","2001-06-29","Steven Spielberg","USA","2:25:51","Steven Spielberg","Haley Joel Osment - Frances O'Connor -
Sam Robards - Jake Thomas - Jude Law -
William Hurt - Robin Williams - Ben
Kingsley - Meryl Streep - Chris Rock -
Ken Leung - Clark Gregg - April Grace -
Matt Winston - Sabrina Grdevich - Theo
Greenly - Michael Mantell - Keith
Campbell - Brian Turk - Brendan Gleeson
- Christopher Dye - Jack Angel - Tim
Rigby - Enrico Colantoni - Adrian
Grenier - Matt Malloy - Brent Sexton","N/A","N/A","0","N/A","A.I. Artificial Intelligence","2018-09-10","2018-09-12","eng","N/A","eng - chi - chi - eng","N/A - N/A - N/A - N/A","srt - srt - srt - srt","N/A - N/A - N/A - N/A","N/A","N/A","http://www.imdb.com/title/tt0212720","en","/library/metadata/5493/thumb/1536730306","/library/metadata/5493/art/1536730306","N/A","N/A"
"6146","Abacus: Small Enough to Jail","Abacus: Small Enough to Jail","Kartemquin Films","Not Rated","2017","9.4","The incredible saga of the Chinese
immigrant Sung family, owners of Abacus
Federal Savings of Chinatown, New York.
Accused of mortgage fraud by Manhattan
District Attorney Cyrus R. Vance, Jr.,
Abacus becomes the only U.S. bank to
face criminal charges in the wake of the
2008 financial crisis. The indictment
and subsequent trial forces the Sung
family to defend themselves – and their
bank’s legacy in the Chinatown community
– over the course of a five-year legal
battle.","Documentary","N/A","N/A","N/A","2017-05-19","N/A","USA","1:30:03","Steve James","Neil Barofsky - Ti-Hua Chang - Polly
Greenberg - Jill Sung - Thomas Sung","N/A","N/A","0","N/A","Abacus: Small Enough to Jail","2018-11-17","2018-11-17","eng","Abacus.Small.Enough.to.Jail.2016.DOCU.10
80p.WEB-DL.DD5.1.H264-FGT","eng - eng - eng","N/A - N/A - N/A","srt - srt - srt","N/A - N/A - N/A","N/A","N/A","http://www.imdb.com/title/tt5952382","en","/library/metadata/6146/thumb/1542438610","/library/metadata/6146/art/1542438610","media","Opening - Introducing Mr Sung - Sung
Family Dinner - An Attack on Chinatown -
The Trial Begins - Big Banks Bailed Out
- 2003 Bank Run - Borrowers Testify -
Gift Letters - Fannie May Testifies -
Final Week of Trial - Jury Deliberations
- The Verdict - Credits"
"3","Adult Beginners","Adult Beginners","Duplass Brothers Productions","R","2014","4.7","A young, hipster entrepreneur crashes
and burns on the eve of his company’s
big launch. With his entire life in
disarray, he leaves Manhattan to move in
with his estranged pregnant sister,
brother-in-law and three year-old nephew
in the suburbs — only to become their
manny.  Faced with real responsibility,
he may finally have to grow up — but not
without some bad behavior first.","Comedy - Drama","N/A","N/A","Some people just can't handle growing
up.","2014-09-08","Jeff Cox - Liz Flahive","USA","1:32:03","Ross Katz","Nick Kroll - Rose Byrne - Bobby
Cannavale - Joel McHale - Caitlin
Fitzgerald - Bobby Moynihan - Josh
Charles - Jane Krakowski - Paula Garcés
- Jason Mantzoukas - Caleb Paddock -
Mike Birbiglia - David Bernon - Sarah
Steele - Julie White - Celia Weston -
Jeffrey DeMunn - Neil Casey - Danielle
Slavick - Fred Melamed","N/A","N/A","0","N/A","Adult Beginners","2015-04-28","2018-09-04","eng","Adult.Beginners.2014.720p.WEB-
DL.DD5.1.H264-RARBG","eng - eng - N/A","N/A - N/A - N/A","srt - srt - srt","N/A - N/A - N/A","N/A","N/A","http://www.imdb.com/title/tt3318750","en","/library/metadata/3/thumb/1536092105","/library/metadata/3/art/1536092105","media","N/A - N/A - N/A - N/A - N/A - N/A - N/A
- N/A - N/A - N/A - N/A"
"5286","The Adventures of Tintin","Adventures of Tintin","Paramount","PG","2011","7.4","Intrepid young reporter, Tintin, and his
loyal dog, Snowy, are thrust into a
world of high adventure when they
discover a ship carrying an explosive
secret. As Tintin is drawn into a
centuries-old mystery, Ivan Ivanovitch
Sakharine suspects him of stealing a
priceless treasure. Tintin and Snowy,
with the help of salty, cantankerous
Captain Haddock and bumbling detectives,
Thompson and Thomson, travel half the
world, one step ahead of their enemies,
as Tintin endeavors to find the Unicorn,
a sunken ship that may hold a vast
fortune, but also an ancient curse.","Animation - Action - Adventure - Family
- Mystery","1","2018-09-20","This year, discover how far adventure
will take you.","2011-10-25","Edgar Wright - Joe Cornish - Steven
Moffat","USA","1:46:51","Steven Spielberg","Jamie Bell - Andy Serkis - Daniel Craig
- Nick Frost - Simon Pegg - Cary Elwes -
Tony Curran - Toby Jones - Daniel Mays -
Sebastian Roché - Phillip Rhys - Mark
Ivanir - Gad Elmaleh - Jacquie Barnbrook
- Joe Starr - Enn Reitel - Mackenzie
Crook","N/A","N/A","0","N/A","The Adventures of Tintin","2018-09-10","2018-09-17","eng","English DTS 1509kbps","eng - eng - chi - chi - eng","English - N/A - N/A - N/A - N/A","srt - srt - srt - srt - srt","N/A - N/A - N/A - N/A - N/A","N/A","N/A","http://www.imdb.com/title/tt0983193","en","/library/metadata/5286/thumb/1537206359","/library/metadata/5286/art/1537206359","media","N/A - N/A - N/A - N/A - N/A - N/A - N/A
- N/A - N/A - N/A - N/A - N/A - N/A -
N/A - N/A - N/A"
"6144","AlphaGo","AlphaGo","Moxie Pictures","N/A","2017","10.0","The ancient Chinese game of Go has long
been considered a grand challenge for
artificial intelligence. Yet in 2016,
Google's DeepMind team announced that
they would be taking on Lee Sedol, the
world's most elite Go champion. AlphaGo
chronicles the team as it prepares to
test the limits of its rapidly-evolving
AI technology. The film pits man against
machine, and reveals as much about the
workings of the human mind as it does
the future of AI.","Documentary","N/A","N/A","N/A","2017-04-21","N/A","USA","1:30:28","Greg Kohs","Lee Sedol - Maddy Leach","N/A","N/A","0","N/A","AlphaGo","2018-11-17","2018-11-17","N/A","N/A","eng - eng - dut - ger - fre - spa - eng
- eng","Forced - English - Dutch - German -
French - European Spanish - N/A - N/A","srt - srt - srt - srt - srt - srt - srt
- srt","1 - N/A - N/A - N/A - N/A - N/A - N/A -
N/A","N/A","N/A","http://www.imdb.com/title/tt6700846","en","/library/metadata/6144/thumb/1542431843","/library/metadata/6144/art/1542431843","N/A","N/A"
"5852","American Hustle","American Hustle","Columbia Pictures","R","2013","9.3","A con man, Irving Rosenfeld, along with
his seductive partner Sydney Prosser, is
forced to work for a wild FBI agent,
Richie DiMaso, who pushes them into a
world of Jersey powerbrokers and mafia.","Crime - Drama","N/A","N/A","Everyone Hustles To Survive","2013-12-12","David O. Russell - Eric Warren Singer","USA","2:18:04","David O. Russell","Christian Bale - Amy Adams - Bradley
Cooper - Jennifer Lawrence - Jeremy
Renner - Louis C.K. - Jack Huston -
Michael Peña - Shea Whigham - Alessandro
Nivola - Elisabeth Röhm - Paul Herman -
Saïd Taghmaoui - Matthew Russell -
Thomas Matthews - Adrian Martinez -
Anthony Zerbe - Colleen Camp - Steve
Gagliastro - Christopher Tarjan -
Zachariah Supka - Christy Scott Cashman
- Simon Hamlin - Martie Barylick - Dawn
Olivieri - Erica McDermott - Dicky
Eklund Jr. - Robert De Niro - John
Franchi - Danny Corbo - Sonny Corbo -
Jack Jones - Gavin Maddox Bergman","N/A","N/A","0","N/A","American Hustle","2018-10-12","2018-10-12","eng","N/A","eng - chi - chi - eng","N/A - N/A - N/A - N/A","srt - srt - srt - srt","N/A - N/A - N/A - N/A","N/A","N/A","http://www.imdb.com/title/tt1800241","en","/library/metadata/5852/thumb/1539345339","/library/metadata/5852/art/1539345339","N/A","N/A"
"5855","American Sniper","American Sniper","Village Roadshow Pictures","R","2014","7.2","U.S. Navy SEAL Chris Kyle takes his sole
mission—protect his comrades—to heart
and becomes one of the most lethal
snipers in American history. His
pinpoint accuracy not only saves
countless lives but also makes him a
prime target of insurgents. Despite
grave danger and his struggle to be a
good husband and father to his family
back in the States, Kyle serves four
tours of duty in Iraq. However, when he
finally returns home, he finds that he
cannot leave the war behind.","Action - Biography - Drama - History -
Thriller - War","N/A","N/A","The most lethal sniper in U.S. history.","2014-12-11","Jason Hall - Scott McEwen - Chris Kyle -
Jim DeFelice","USA","2:12:39","Clint Eastwood","Bradley Cooper - Sienna Miller - Kyle
Gallner - Cole Konis - Ben Reed - Elise
Robertson - Luke Sunshine - Troy Vincent
- Brandon Salgado Telis - Chance Kelly -
Keir O'Donnell - Marnette Patterson -
Billy Miller - Leonard Roberts -
Reynaldo Gallegos - Kevin Lacz - Jake
McDorman - Cory Hardrict - Eric Ladin -
Brando Eaton - James Ryen - Luke Grimes
- Sammy Sheik - Evan Gamble - Tim
Griffin - Brian Hallisay - Navid
Negahban - Fehd Benchemsi - Eric Close -
Zack Duhame - Mido Hamada - Kathe Mazur
- Sam Jaeger - Assaf Cohen - Fahim Fazli
- Hector Bucio - Jonathan Groff -
Melissa Hayden - Pamela Denise Weaver -
James D. Dever - Owain Yeoman - Greg
Duke - Max Charles - Robert Clotworthy -
Anthony Jennings - Vincent Selhorst-
Jones - Emerson Brooks - E.R. Ruiz -
Amber Alexander - Jason Hall - Jason
Walsh - Jonathan Kowalsky - Shane
Habberstad - Kevin Ryan - Benjamin
Mathes - Luis Jose Lopez - Had Mhidi
Senhaji - Ryan Sadaghiani - Ayman Samman
- Salah Salea - Aidan McGraw - Ferguson
Reid - Mark Thomason - Amie Farrell -
Quay Terry - Tami Goveia - Leon Charles
Farmer - Paul Meixner - Victoria Reina
Sigloch - Joel Lambert - Tony Nevada -
Brett Edwards - Nick Salter - Ricky Ryba
- Jet Jurgensmeyer - Madeleine McGraw -
Elizabeth Schmidt - Bryan Anderson -
Jacob Schick - Wade White - Clint
Eastwood - Erik Audé","N/A","N/A","0","N/A","American Sniper","2018-10-12","2018-10-12","eng","N/A","eng - chi - eng - chi","N/A - N/A - N/A - N/A","srt - srt - srt - srt","N/A - N/A - N/A - N/A","N/A","N/A","http://www.imdb.com/title/tt2179136","en","/library/metadata/5855/thumb/1539345252","/library/metadata/5855/art/1539345252","N/A","N/A"
"5788","Ant-Man and the Wasp","Ant-Man and the Wasp","Marvel Studios","PG-13","2018","8.8","As Scott Lang awaits expiration of his
term of house detention, Hope van Dyne
and Dr. Hank Pym involve him in a scheme
to rescue Mrs. van Dyne from the micro-
universe into which she has fallen,
while two groups of schemers converge on
them with intentions of stealing Dr.
Pym's inventions.","Action - Adventure - Sci-Fi","N/A","2018-10-07","Real Heroes. Not Actual Size","2018-07-04","Chris McKenna - Erik Sommers - Andrew
Barrer - Gabriel Ferrari - Paul Rudd","USA","1:58:06","Peyton Reed","Paul Rudd - Evangeline Lilly - Hannah
John-Kamen - Michael Peña - Michael
Douglas - Michelle Pfeiffer - Laurence
Fishburne - Walton Goggins - Bobby
Cannavale - Randall Park - Judy Greer -
T.I. - David Dastmalchian - Abby Ryder
Fortson - Madeleine McGraw - RaeLynn
Bratten - Hayley Lovitt - Langston
Fishburne - Dax Griffin - Stan Lee -
Michael Cerveris - Riann Steele - Tim
Heidecker - Brian Huskey - Divian Ladwa
- Goran Kostić - Sean Kleier - Jon
Wurster - Benjamin Byron Davis - Rob
Archer - Joshua Mikel - Vanessa Ross -
Marcella Bragio - Charles Justo - Sandra
Dee Richardson - Timothy Carr - Chris
Gann - Sergio Briones - Jamel Chambers -
Benjamin Weaver - Dale Liner - Justin
Slaughter - Ronald Joe Vasquez - Zachary
Culbertson - Steven Wiig - Bryan Lugo -
Denney Pierce - Rick Richardson - Seth
McCracken - Sawyer Jones - Kevin
Carscallen - Raul Torres - Suehyla El-
Attar","N/A","N/A","0","N/A","Ant-Man and the Wasp","2018-10-04","2018-10-07","eng","N/A","eng - chi - chi - eng - eng - eng","N/A - N/A - N/A - N/A - N/A - N/A","srt - srt - srt - srt - srt - srt","N/A - N/A - N/A - N/A - N/A - N/A","N/A","N/A","http://www.imdb.com/title/tt5095030","en","/library/metadata/5788/thumb/1538950760","/library/metadata/5788/art/1538950760","media","N/A - N/A - N/A - N/A - N/A - N/A - N/A
- N/A - N/A - N/A - N/A - N/A - N/A -
N/A - N/A - N/A - N/A - N/A"
